date,county,state,fips,cases,deaths
2020-03-04,Grafton,New Hampshire,33009.0,2,0.0
2020-03-04,Bergen,New Jersey,34003.0,1,0.0
2020-03-04,New York City,New York,,2,0.0
2020-03-04,Westchester,New York,36119.0,9,0.0
2020-03-04,Wake,North Carolina,37183.0,1,0.0
2020-03-04,Washington,Oregon,41067.0,2,0.0
2020-03-04,Unknown,Rhode Island,,2,0.0
2020-03-04,Bexar,Texas,48029.0,11,0.0
2020-03-04,Fort Bend,Texas,48157.0,1,0.0
2020-03-04,Salt Lake,Utah,49035.0,1,0.0
2020-03-04,Chelan,Washington,53007.0,1,0.0
2020-03-04,King,Washington,53033.0,33,11.0
2020-03-04,Snohomish,Washington,53061.0,8,0.0
2020-03-04,Spokane,Washington,53063.0,4,0.0
2020-03-04,Walla Walla,Washington,53071.0,1,0.0
2020-03-04,Dane,Wisconsin,55025.0,1,0.0
2020-03-05,Maricopa,Arizona,4013.0,2,0.0
2020-03-05,Alameda,California,6001.0,2,0.0
2020-03-05,Contra Costa,California,6013.0,1,0.0
2020-03-05,Humboldt,California,6023.0,1,0.0
2020-03-05,Los Angeles,California,6037.0,11,0.0
2020-03-05,Marin,California,6041.0,1,0.0
2020-03-05,Napa,California,6055.0,1,0.0
2020-03-05,Orange,California,6059.0,3,0.0
2020-03-05,Placer,California,6061.0,2,1.0
2020-03-05,Sacramento,California,6067.0,3,0.0
2020-03-05,San Diego,California,6073.0,1,0.0
2020-03-05,San Francisco,California,6075.0,5,0.0
2020-03-05,San Mateo,California,6081.0,1,0.0
2020-03-05,Santa Clara,California,6085.0,20,0.0
2020-03-05,Solano,California,6095.0,12,0.0
2020-03-05,Sonoma,California,6097.0,3,0.0
2020-03-05,Douglas,Colorado,8035.0,1,0.0
2020-03-05,Jefferson,Colorado,8059.0,1,0.0
2020-03-05,Hillsborough,Florida,12057.0,2,0.0
2020-03-05,Manatee,Florida,12081.0,1,0.0
2020-03-05,Santa Rosa,Florida,12113.0,1,0.0
2020-03-05,Fulton,Georgia,13121.0,2,0.0
